episode,return,touches,avg_dist,avg_align,pct_forward,time_to_first_touch,terminated
239,16.60571218682372,0,3837.773584255642,0.025475892652037955,1.0,-1,False
240,17.750857545206063,0,4882.0032811143665,0.03615379394735404,1.0,-1,False
241,24.355869636044762,0,4085.918510979546,0.06944675707853296,1.0,-1,False
242,16.49112224634548,0,3377.040499428643,0.16217250316429677,1.0,-1,False
243,61.81016578472284,1,2654.1607458688654,0.07424932216704803,1.0,2374,True
244,68.04053990327141,1,2226.271882589589,0.6198818245578719,1.0,328,True
245,61.2035106199315,0,3124.323446163601,0.06961223221495554,1.0,-1,False
246,24.014538751257383,0,3598.6936926608614,0.053279125164715675,1.0,-1,False
247,114.88097364288897,1,4496.4439723539035,0.1478230147414588,1.0,324,False
248,172.30341365318205,2,3020.4083714782714,0.0979613670035993,1.0,325,False
249,65.44364281433211,1,1588.493976687374,0.7099447605675646,1.0,267,True
250,87.61612808311317,1,3141.1368471616274,0.05694999914560436,1.0,325,False
251,32.97590034090137,0,3855.685807100932,-0.002005678163291628,1.0,-1,False
252,-0.7324115254562519,0,4067.1889576890735,-0.023269887721285663,1.0,-1,False
253,25.043017228247948,0,3753.86661787245,0.01216333001106654,1.0,-1,False
254,-16.58619346734156,0,2574.017377573649,0.07700790704398565,1.0,-1,False
255,104.80263190441542,1,5378.649181578396,0.007627601288517841,1.0,1049,False
256,45.94196377861545,0,3082.834318745931,0.0980199007997362,1.0,-1,False
257,0.36257362273276605,0,2967.13518951416,0.09577030032358178,1.0,-1,False
258,74.58368552959779,1,1497.2110300460733,0.8657313235521747,1.0,260,True
259,28.348195408689424,0,3489.6185518731013,0.09411477271598415,1.0,-1,False
260,12.988099897198982,0,2743.6460662502714,0.05273268621899964,1.0,-1,False
261,37.3972245174562,0,3807.751380089654,0.027224964747680738,1.0,-1,False
262,-14.144942509475136,0,2812.5125290934243,0.07475090840984598,1.0,-1,False
263,-3.347742230130133,0,2927.9185494995118,0.06190105227808494,1.0,-1,False
264,-20.007066655059997,0,5021.241006130643,-0.1421641817276961,1.0,-1,False
265,38.14182886434565,0,3829.9730109998914,-0.005928712506817343,1.0,-1,False
266,16.28512223297003,0,2507.9073570421006,0.10032698893118423,1.0,-1,False
267,12.123311836265088,0,3280.748882026672,0.11018957925068712,1.0,-1,False
268,100.37185708472596,1,3394.2424031799314,0.10219528939153534,1.0,1842,False
269,93.45341643478231,1,3165.0657882808714,0.05948138271550346,1.0,268,False
270,19.447200248019154,0,3801.5966648525664,-0.015065592011216924,1.0,-1,False
271,22.8601622954673,0,3765.3569438001846,-0.044374161394920925,1.0,-1,False
272,20.819524215528624,0,4919.672645263672,0.08318978473854562,1.0,-1,False
273,86.30347033761207,1,3475.2667550598144,0.07750430411346024,1.0,2966,False
274,29.070992687502457,0,3700.827349832323,-0.03594709814464699,1.0,-1,False
275,24.204103185668046,0,3817.9032857428656,0.04830694593065547,1.0,-1,False
276,19.21979510857343,0,2688.3966873677573,0.0842229230729572,1.0,-1,False
277,63.745364253485185,1,1660.642959513274,0.6083748446789063,1.0,261,True
278,112.43640247158785,1,4291.868746261596,0.030701660643087235,1.0,3126,False
279,9.096343812810833,0,4742.574549861484,-0.10053493531498438,1.0,-1,False
280,-5.148781648636048,0,3874.2000742763944,0.02103606614085341,1.0,-1,False
281,89.7320152920963,1,3608.4566092041014,0.12758449276463363,1.0,1788,False
282,78.13756941749145,1,2323.301420125315,0.05722278178416815,1.0,324,False
283,120.07941077910417,2,1346.3079120879224,0.668870666755934,1.0,266,True
284,71.96020406394341,1,1457.4595100469176,0.8072123701676078,1.0,262,True
285,95.73319652986666,1,2873.258837198634,0.1073383558193625,1.0,323,False
286,65.02662534551645,1,2532.021398705172,0.4577610045302781,1.0,320,True
287,38.09726518934791,0,3482.4342980448405,0.025454105568888837,1.0,-1,False
288,-4.344167485058354,0,4892.584262763129,-0.03765176802977092,1.0,-1,False
289,37.79059572512176,0,3247.7302520243325,0.10821728000663118,1.0,-1,False
290,71.74896658558947,1,5084.908654845196,-0.0324829170363473,1.0,261,False
291,31.41675794336036,0,4124.252864820693,-0.02187391283952618,1.0,-1,False
292,87.31840349379996,1,4416.111493002213,-0.0575565163243348,1.0,329,False
293,136.90124959084267,2,3471.1074068347566,0.03662457487316275,1.0,329,False
294,99.5048807930605,1,3795.6459674943744,-0.010101215102838953,1.0,264,False
295,81.41737471926302,1,5991.124979284967,-0.026017143710472063,1.0,316,False
296,5.991575314172442,0,4358.8567206488715,-0.025453903345365285,1.0,-1,False
297,9.335176031295196,0,4631.511371595595,-0.05857150427041537,1.0,-1,False
298,-1.7374956429633672,0,3207.0688736131456,0.12338252776428514,1.0,-1,False
299,95.6765177864421,1,4686.337325762939,0.0471981812485843,1.0,1432,False
300,146.09823169415208,2,4947.849384941707,0.093443349001807,1.0,328,False
301,52.06747227306624,0,3196.1735081481934,0.07699220743350452,1.0,-1,False
302,15.810483650796785,0,4538.834304199218,-0.07171650055681918,1.0,-1,False
303,96.03885350369801,1,3660.196526222831,-0.006898981978435405,1.0,265,False
304,26.391770450314063,0,4194.9552392578125,0.022814085827331937,1.0,-1,False
305,11.310518063998098,0,4284.336309602526,0.09379047420196002,1.0,-1,False
306,20.34723796115189,0,3577.888704533047,0.09125549368042105,1.0,-1,False
307,61.30372975258805,1,4739.78363954773,0.00040509037179872396,1.0,3172,False
308,41.83287361700695,0,3291.810049743652,0.023986093562173967,1.0,-1,False
309,27.084950802781727,0,3933.3622170850967,0.05661906460469052,1.0,-1,False
310,12.148488365461953,0,2809.407894388835,0.04219013871916912,1.0,-1,False
311,-14.455361082541351,0,4498.531969909668,0.02431009364260212,1.0,-1,False
312,18.996070079579674,0,3880.035487094455,0.0033582222489510765,1.0,-1,False
313,-0.7563037526450068,0,4186.165098783705,-0.020799667969022266,1.0,-1,False
314,148.79004997801687,2,5376.068567177908,0.006006685932415643,1.0,329,True
315,67.3568265149827,1,1438.675522209014,0.7320521554984653,1.0,262,True
316,25.425610102445244,0,3554.986519181993,-0.009445180418309367,1.0,-1,False
317,2.007878702178196,0,3941.134141337077,0.04335170998035109,1.0,-1,False
318,97.66017217274528,1,5271.916700726319,0.05721495705412235,1.0,2176,False
319,33.68174253543376,0,2990.6062297524345,0.04858915994832286,1.0,-1,False
320,24.703603321210448,0,2930.4821878178914,0.015954974758691,1.0,-1,False
321,18.365779843841644,0,3252.7746142323813,0.12382096335615238,1.0,-1,False
322,43.39479087218392,0,4143.978395046658,0.1208980466722278,1.0,-1,False
323,20.52877230459368,0,4356.640555759006,-0.05182599671469587,1.0,-1,False
324,36.29757119453119,0,3081.4647220611573,0.07888893089328324,1.0,-1,False
325,17.205725152949864,0,4216.981754743788,-0.051728037232064206,1.0,-1,False
326,93.0999718870497,1,4100.362537753296,0.06746954038341646,1.0,2010,False
327,6.6093954583434105,0,4819.20646592882,0.10303583194856603,1.0,-1,False
328,43.33736277841749,0,3103.3140722147623,0.04585393218794909,1.0,-1,False
329,94.81840545309909,1,3008.472552589363,0.04492607111388051,1.0,277,False
330,2.463505167465877,0,4306.820503268772,-0.05177483733203391,1.0,-1,False
331,99.10014227691174,1,5225.335447003174,0.05840308315533912,1.0,1542,False
332,1.1714366127285347,0,4809.806696980794,-0.0658658517027733,1.0,-1,False
333,31.931178133368817,0,4173.198043984307,-0.03397176207111948,1.0,-1,False
334,-6.09698559245236,0,3328.613364054362,0.025887746775628735,1.0,-1,False
335,29.116548140135205,0,3734.5869654337566,0.007462655681010801,1.0,-1,False
336,6.266480866592921,0,2806.9546007113986,0.10729019174943662,1.0,-1,False
337,-5.281133354723476,0,3604.726706390381,0.0630110464346136,1.0,-1,False
338,26.17729274621904,0,3066.226625230577,0.046513016713587506,1.0,-1,False
339,7.677408576076479,0,4701.83793334961,-0.07059257649122931,1.0,-1,False
340,9.701497477794495,0,3133.369182925754,0.1226327959206214,1.0,-1,False
341,18.998251953881656,0,4618.776267293294,-0.04476094415818807,1.0,-1,False
342,12.630363301504723,0,4516.192150535583,-0.05156321116632575,1.0,-1,False
343,93.26156556106058,1,3723.462003881836,-0.02167464129002474,1.0,3431,False
344,33.38025807012663,0,3894.591075575087,-0.012388172385172867,1.0,-1,False
345,-3.1147204486461058,0,2983.7205991278756,0.15593387235012618,1.0,-1,False
346,9.577953759005394,0,4240.842420137194,-0.02952103223457622,1.0,-1,False
347,17.65784896337464,0,3511.1234343422784,0.07250228982331464,1.0,-1,False
348,29.671166500046855,0,3681.052512274848,-0.024723952289463745,1.0,-1,False
349,24.70416877158655,0,3424.6370750088163,0.026791175420358842,1.0,-1,False
350,25.04923759793167,0,2401.8018180677627,0.1219311736241717,1.0,-1,False
351,29.169204024824573,0,2529.9350002246433,0.06729448557077881,1.0,-1,False
352,13.057010533568222,0,3839.19342473348,0.0588127113410317,1.0,-1,False
353,27.93479133900163,0,4638.754119059245,-0.007048602431508092,1.0,-1,False
354,-17.430301998388202,0,4798.483206244575,-0.05767390232601125,1.0,-1,False
355,33.192374340874586,0,3374.9066555277504,-0.01735568950508928,1.0,-1,False
356,8.734153532899342,0,4129.453647800022,0.024566054740894794,1.0,-1,False
357,-6.080472512902822,0,2238.2272100957234,0.11997009918537514,1.0,-1,False
358,27.453701964500354,0,2624.0518432617187,0.05998204413230673,1.0,-1,False
359,20.88457875764655,0,3967.2534078640406,0.11382943286364833,1.0,-1,False
