episode,return,touches,avg_dist,avg_align,pct_forward,time_to_first_touch,terminated
360,18.299358981827105,0,4120.197778116862,-0.01617927011239873,1.0,-1,False
361,17.384469911150454,0,2584.394226201375,-0.013574370618589454,1.0,-1,False
362,21.704237107741317,0,3796.912864057753,-0.055781272073864886,1.0,-1,False
363,24.796639721919018,0,3514.601605665419,0.1186219357958665,1.0,-1,False
364,17.372464726496965,0,3372.041988016764,0.030908614545001507,1.0,-1,False
365,12.121294947360656,0,2838.7309681786433,0.07515715448417824,1.0,-1,False
366,10.487234379433092,0,4407.05262407091,-0.04311503702646911,1.0,-1,False
367,41.83953389073683,0,3595.874145067003,0.11872625320990564,1.0,-1,False
368,0.7768398342747476,0,4889.781761338976,0.0002970028976819271,1.0,-1,False
369,78.97123787367258,1,4468.585819516365,0.12440728900147095,1.0,343,True
370,38.76620671457794,0,3782.9920267401803,-0.001685173505910724,1.0,-1,False
371,8.236964962670202,0,4895.6806968180335,0.03842489322584394,1.0,-1,False
372,12.594349333654932,0,4701.49515991211,-0.009114192496255984,1.0,-1,False
373,37.8301121244305,0,3704.576129642063,-0.0008672871380824492,1.0,-1,False
374,-7.771996118957701,0,2420.1595539601644,0.08796569657241586,1.0,-1,False
375,-11.074000235507945,0,5032.826527845595,0.06959307837764855,1.0,-1,False
376,29.450264503788542,0,3155.4830380418566,0.017264682694545223,1.0,-1,False
377,95.83789642667394,1,5627.087523990099,-0.06702735463680527,1.0,321,False
378,53.42987351114178,0,3429.8241285027398,0.026432418529487526,1.0,-1,False
379,26.951875584568256,0,3549.0266913519963,-0.03085444816017116,1.0,-1,False
380,23.50463184396359,0,3136.965869140625,0.08250007915538138,1.0,-1,False
381,44.34197173289533,0,3813.9543734614053,-0.005838132168832493,1.0,-1,False
382,33.14805123674214,0,3923.5608229700724,-0.010366960683151976,1.0,-1,False
383,39.82957226916285,0,3007.4663229963517,0.04916751287413515,1.0,-1,False
384,20.929095260330307,0,2480.0511556582983,0.13343836746795407,1.0,-1,False
385,-5.8794258557912835,0,4944.299552341037,-0.009659194759571822,1.0,-1,False
386,34.152990441202846,0,3165.8916920471192,0.05032914992716137,1.0,-1,False
387,20.558057710458804,0,4333.315327165392,0.04196310088090185,1.0,-1,False
388,17.569222290189003,0,3412.4132282002765,0.04527115316926534,1.0,-1,False
389,92.92571767988116,1,3005.28390201416,0.10215618414834607,1.0,3123,False
390,47.436869943373374,0,2949.9122482299804,0.05507647773498724,1.0,-1,False
391,44.00114890326654,0,3520.3253885142008,0.06951536102836448,1.0,-1,False
392,12.339067310830181,0,2486.02071536594,0.04884973174287653,1.0,-1,False
393,34.18073561903526,0,4501.059415202671,-0.046124537798136266,1.0,-1,False
394,31.88857326413065,0,4394.650869420369,-0.0037682429558804466,1.0,-1,False
395,94.67477200900058,1,2946.430515825384,0.16371636542533344,1.0,326,False
396,-4.86873276078982,0,5094.290279134115,-0.10290000092026376,1.0,-1,False
397,-13.809589231504669,0,3570.9731661987303,0.04907244694487114,1.0,-1,False
398,3.2394894255004556,0,4766.235814887153,-0.03964358401194558,1.0,-1,False
399,33.614827850312345,0,3046.3218140326608,-0.03894502763144879,1.0,-1,False
400,50.69548129628751,0,3379.227488115099,0.08704623330533245,1.0,-1,False
401,2.74333594176802,0,2538.7957582939994,0.04651959099300762,1.0,-1,False
402,32.404131697791335,0,3419.496141649882,0.01604752339687871,1.0,-1,False
403,31.462624644027095,0,3347.6709538523355,0.02097971030803617,1.0,-1,False
404,37.29470499261562,0,3870.881243370904,0.028657198155447584,1.0,-1,False
405,16.21070436449912,0,4273.620975816515,0.025785686427342525,1.0,-1,False
406,29.87677269310354,0,4039.005817459954,-0.005880414232944733,1.0,-1,False
407,17.729986702318936,0,3273.155541415744,0.01137392769827986,1.0,-1,False
408,29.32570754458415,0,3274.087768351237,0.04561283505263014,1.0,-1,False
409,12.665665201300389,0,3989.787987895542,-0.08465164903122059,1.0,-1,False
410,120.7526207278481,1,3312.79707761359,0.04199849971810958,1.0,330,False
411,15.333679735694627,0,3625.876683489482,0.0103408262549965,1.0,-1,False
412,5.2935448161523775,0,2864.8147807481555,0.0343904630947145,1.0,-1,False
413,19.125130777680873,0,3186.7274299791125,0.126661640218299,1.0,-1,False
414,17.889168743689545,0,3555.664078640408,0.10006697536403307,1.0,-1,False
415,0.4061466002814669,0,4907.048821139865,-0.05181132170148582,1.0,-1,False
416,18.863547316372575,0,4067.6579686143664,0.013535132355213541,1.0,-1,False
417,10.925622814381555,0,4271.447641364203,0.06418784597916076,1.0,-1,False
418,13.482943240539408,0,4573.299380221897,-0.11913067547449221,1.0,-1,False
419,-17.20210755105476,0,4912.386630181207,-0.02871501444780329,1.0,-1,False
420,43.69691891501448,0,3155.663874579536,0.042210264361347075,1.0,-1,False
421,54.15626016979423,0,4013.8083388095433,0.038342275361194174,1.0,-1,False
422,99.65376171500242,1,3112.32083258667,0.10542129716674681,1.0,3407,False
423,1.7585788708824213,0,4612.036992925008,-0.05943893418686154,1.0,-1,False
424,26.468906750942335,0,3767.8057321506076,0.09866569434493108,1.0,-1,False
425,18.19214217178952,0,4529.23839348687,-0.003761169476654484,1.0,-1,False
426,22.383820020641544,0,2521.2343621699015,0.09542648630202974,1.0,-1,False
427,23.85044093203781,0,3833.516774054633,0.08433149183586566,1.0,-1,False
428,29.49416648749793,0,4298.795270470513,0.03528189038350117,1.0,-1,False
429,25.41631499163601,0,3497.2119414901736,-0.01626127856325992,1.0,-1,False
430,39.09823144345854,0,3625.6634436798095,0.09627609546800765,1.0,-1,False
431,97.10485466704327,1,3969.3681667376413,0.009099287906458422,1.0,328,False
432,41.499997267891814,0,2769.1311650509306,0.04973729305528751,1.0,-1,False
433,-3.9864940231656636,0,4996.503877224392,-0.09883828767318643,1.0,-1,False
434,18.3984873105333,0,4399.300321824816,-0.03275780593898768,1.0,-1,False
435,0.9350207619909028,0,4195.935163404677,0.07261798062098225,1.0,-1,False
436,14.556333154075194,0,2922.4290232001413,0.12973677465405167,1.0,-1,False
437,152.1309753384824,2,3416.9171869781494,0.12905336807712448,1.0,2714,False
438,32.29434434905776,0,3932.1198258251616,0.0817594708487862,1.0,-1,False
439,21.338616203057494,0,3985.109832458496,0.03572285503405308,1.0,-1,False
440,-6.240152105703195,0,4930.659412095812,-0.03285214567337082,1.0,-1,False
441,15.236483583057472,0,4687.54667582194,0.03086489445424781,1.0,-1,False
442,106.40284750477822,1,4102.924241540527,0.05003516009594314,1.0,2941,False
443,42.42161956569843,0,2918.430065850152,0.007438281350025338,1.0,-1,False
444,7.518882821120937,0,2905.803966233995,0.14466276717165277,1.0,-1,False
445,10.33770094702933,0,4017.806747317844,0.04137767873363272,1.0,-1,False
446,35.35053414396693,0,3446.1827325778536,0.09465871397542894,1.0,-1,False
447,99.71448077126745,1,3867.7044242645266,0.11006177458993625,1.0,1712,False
448,27.817595840812835,0,3989.774744406806,0.09398458730254788,1.0,-1,False
449,-3.63872676215382,0,5045.9448940022785,-0.0016609647670540854,1.0,-1,False
450,53.945725441032096,0,3307.2373164664373,0.16662359942662686,1.0,-1,False
451,18.361648948891364,0,4583.252689548069,-0.037068035862127244,1.0,-1,False
452,30.52162585999196,0,4295.9231728702125,0.11095734875823837,1.0,-1,False
453,112.74740189641564,1,5422.927771435547,0.014792859377898275,1.0,1991,False
454,41.74630588736799,0,3384.625055211385,0.03205198547004935,1.0,-1,False
455,-4.608820236795939,0,4770.044427558051,0.009275921360066504,1.0,-1,False
456,27.12621621554237,0,4526.610626864963,0.12982336888301588,1.0,-1,False
457,96.2005877204316,1,3919.9030786042667,0.11201617583311238,1.0,325,False
458,148.53502783111207,2,4447.176408348183,0.1588125473977031,1.0,319,True
459,43.46809756412512,0,2780.804438887702,0.048123240409359926,1.0,-1,False
460,27.91545921593709,0,3924.284050547282,0.1233530208429632,1.0,-1,False
461,19.59226630587678,0,2237.950076463487,0.10847767550163553,1.0,-1,False
462,26.638885456408126,0,4462.792984890408,0.05315048637816896,1.0,-1,False
463,2.3992666758038395,0,3416.177409769694,0.06456015039274159,1.0,-1,False
464,33.13513457180613,0,3129.08414094713,0.10225407388291691,1.0,-1,False
465,29.758827477218745,0,4126.0289255778,0.044938322635587405,1.0,-1,False
466,6.368848767151987,0,2661.8090605502657,-0.01025639858760567,1.0,-1,False
467,16.96077467669461,0,3433.4882389662002,0.0785880253849286,1.0,-1,False
468,20.616331993834894,0,3915.738454623752,-0.0748401937994802,1.0,-1,False
469,26.914267976339342,0,3854.039911227756,-0.0031740632583387197,1.0,-1,False
470,-2.5477460585285727,0,4540.623485717773,-0.11813280952177592,1.0,-1,False
471,23.631187294730175,0,3899.6957723151313,0.005818867048906718,1.0,-1,False
472,149.94665971973305,2,3082.897617242432,0.20090424813925056,1.0,327,False
473,37.94534758496072,0,3517.030727742513,-0.021268284067999858,1.0,-1,False
474,28.320149954196285,0,3405.778264397515,0.15387908403856274,1.0,-1,False
475,49.415224216215165,0,3647.66725189209,0.0001342061347612697,1.0,-1,False
476,30.401282661580996,0,3751.201941511366,0.017588214335976064,1.0,-1,False
477,21.760550629961575,0,3982.715133226183,0.03286693680482535,1.0,-1,False
478,-10.83382556778154,0,4945.114661933051,-0.09580662051409794,1.0,-1,False
479,18.989330327663552,0,3337.413817087809,0.026738246643019214,1.0,-1,False
480,34.9792125372151,0,3564.0944969685875,0.056961586091759574,1.0,-1,False
481,12.323372642219354,0,4606.294557495117,0.042158407484643654,1.0,-1,False
482,6.2510643580540615,0,4881.5634918891055,-0.021366532914879725,1.0,-1,False
483,47.87517495893297,0,3328.8482115851507,0.0836745391485844,1.0,-1,False
484,97.49998796132792,1,5294.606425044221,0.10135757154695772,1.0,373,False
485,42.51769075911515,0,3039.450671429104,0.016017441724203916,1.0,-1,False
486,76.78312673553552,1,3307.7849921434286,0.39668169592353697,1.0,1138,True
487,15.168865184661763,0,4105.933310733371,0.06573511088842578,1.0,-1,False
488,73.43018642159389,1,3794.952184124756,0.024462212512164842,1.0,2179,False
489,14.173599677559752,0,2544.828357832167,0.10437839374978568,1.0,-1,False
490,15.693207365654668,0,3212.465781911214,0.01933517495386089,1.0,-1,False
491,30.33092563887241,0,3324.6728018697104,-0.026586753546725957,1.0,-1,False
492,78.35362720973107,1,4584.578631175594,0.030496545155809615,1.0,319,True
493,-0.2152484739119405,0,4698.854326044719,-0.061025205949950354,1.0,-1,False
494,4.9441770356048815,0,4699.996891411675,-0.07261082251986307,1.0,-1,False
495,101.87000642389323,1,6181.901884892839,0.11073995111291604,1.0,361,False
496,32.764984876111754,0,2650.736654290093,0.04466722216343947,1.0,-1,False
497,16.481398057540773,0,4104.116809556749,-0.11547869018831988,1.0,-1,False
498,34.42219752025995,0,3874.023341378106,0.04953032632176473,1.0,-1,False
499,-0.9941585972353602,0,5081.920872124566,0.04967281156544535,1.0,-1,False
500,99.67281270087018,1,4626.220632417139,-0.044483289579944324,1.0,326,False
501,12.383099320322357,0,4493.475120239258,0.051184381377437,1.0,-1,False
502,21.817141836387826,0,4308.237708129883,-0.05593798741688564,1.0,-1,False
503,26.16210991412745,0,3698.33672229343,0.10760748254869314,1.0,-1,False
504,17.214615108720377,0,4060.0137745878433,-0.012996933379844349,1.0,-1,False
505,44.77109214756954,0,3603.796390016344,0.01626153855163769,1.0,-1,False
506,25.951543450646522,0,3768.4876713731555,0.04379280327259848,1.0,-1,False
507,8.206341946086303,0,3031.4665600925023,0.12226551042766207,1.0,-1,False
508,9.749371401084058,0,4508.4358693864615,-0.015007963708679501,1.0,-1,False
509,12.986587814216497,0,4520.319463094075,-0.043042652326160655,1.0,-1,False
510,4.927227591751747,0,4694.62127855089,-0.014013715623619243,1.0,-1,False
511,13.323709263906183,0,4355.5341870201955,-0.009031225925799745,1.0,-1,False
512,11.937203244797486,0,4198.925187225342,0.03601324184878144,1.0,-1,False
513,20.70513121319648,0,4171.955291442871,-0.06091344285717545,1.0,-1,False
514,27.43720215195125,0,3623.3244230779014,0.024798057981930067,1.0,-1,False
515,33.51702222529706,0,3606.977501237657,0.06163647036459426,1.0,-1,False
516,92.8962010996867,2,1848.2520086554898,0.032458745817040384,1.0,328,True
517,70.04379707468492,1,2191.6784913862075,0.758953259805551,1.0,359,True
518,32.63292704157303,0,3616.0847595214846,-0.004346695092196266,1.0,-1,False
519,15.223605520278031,0,4710.421247965495,-0.0450444257842739,1.0,-1,False
520,10.427868574640513,0,4228.481190728082,-0.022111372405957404,1.0,-1,False
521,15.632135448132306,0,4433.924877624511,-0.01108708554232079,1.0,-1,False
522,94.76891721965595,1,5707.250041168344,0.029035775069064476,1.0,365,False
523,87.18110667385794,1,4038.333308327373,0.08025352692796053,1.0,356,False
524,45.04046227112113,0,2781.744225993686,0.004383964309413892,1.0,-1,False
525,2.611698317741299,0,2501.3580325317384,0.12230311928644369,1.0,-1,False
526,34.62190043876902,0,3698.2890684339736,0.08729796911119289,1.0,-1,False
527,26.311329034248452,0,4735.255311550564,0.002365519925757932,1.0,-1,False
528,97.86738663543296,1,4520.645666244507,0.008903414449043339,1.0,3533,False
529,106.40675427713201,1,3736.169552236082,0.05695347601753151,1.0,325,False
530,20.8757258217323,0,4389.38861556583,0.06797899953728725,1.0,-1,False
531,32.10373619388158,0,4023.3586707390677,0.11752512047811049,1.0,-1,False
532,35.8828560492654,0,3534.335632900662,0.00592298250378614,1.0,-1,False
533,8.23758954469117,0,4375.265342665778,-0.040403067453314886,1.0,-1,False
534,23.62189615977658,0,4368.576888190375,-0.05715354439343274,1.0,-1,False
535,22.885033462122095,0,4515.27538798862,0.09188960837509108,1.0,-1,False
536,25.059764615322084,0,4652.642023468017,0.14393548315462087,1.0,-1,False
537,31.84152040695845,0,2698.06805577596,0.14806910734021383,1.0,-1,False
538,9.981441416588009,0,5181.8365800645615,0.02091504563034202,1.0,-1,False
539,-1.732274222898345,0,4290.215113661025,-0.10507313007815457,1.0,-1,False
540,10.993752782363478,0,3957.459303334554,-0.014723560967896548,1.0,-1,False
541,154.88373324936396,2,2905.6912557891847,0.11889140419854666,1.0,1323,False
542,29.329901407008137,0,4068.8859087032743,0.15852256420440325,1.0,-1,False
543,19.796625452143022,0,4249.816299641927,0.0682686603947271,1.0,-1,False
544,29.985303467490855,0,4006.6329283650716,0.025697608435083466,1.0,-1,False
545,21.94003115779762,0,4632.3251989746095,0.012705390498126185,1.0,-1,False
546,16.34269920364986,0,3934.3762572224937,-0.015403284225823074,1.0,-1,False
547,19.55982796036737,0,3566.4879853312173,0.07400508806187038,1.0,-1,False
548,-5.201896598402736,0,4865.911501803928,0.019444364550614004,1.0,-1,False
549,18.917335171818195,0,3893.8404053582085,0.03199823363582659,1.0,-1,False
550,17.230998674798414,0,4468.865168838501,-0.016641985795609396,1.0,-1,False
551,36.208920357886946,0,4040.8026199849446,0.005271541533551903,1.0,-1,False
552,17.068680934700975,0,4893.760894436306,0.06314253067934057,1.0,-1,False
553,34.85005087565459,0,3980.4530819956462,0.053262027135755896,1.0,-1,False
554,17.163655346313558,0,3226.9182973564994,0.05822734910100634,1.0,-1,False
555,31.119393410173977,0,2940.795090120104,0.03882938927039504,1.0,-1,False
556,34.36275132687359,0,4068.1250179714625,0.015749456479338227,1.0,-1,False
557,41.721777827543185,0,3283.6116674296063,0.06000043878965597,1.0,-1,False
558,25.651674716424434,0,4227.429333860609,0.11428292185600084,1.0,-1,False
559,34.59136295302353,0,4117.412040701972,0.0825731942679138,1.0,-1,False
560,27.871087520318948,0,3904.1278185780843,0.09303406849681374,1.0,-1,False
561,13.79397638733674,0,4306.479205356174,-0.017377462940991486,1.0,-1,False
562,22.58724195852134,0,3488.8786001163057,0.02206294369798949,1.0,-1,False
563,24.841784809519133,0,3780.5300973171657,0.045974626152973444,1.0,-1,False
564,38.69799346132527,0,4023.9322903442385,0.029598123593702137,1.0,-1,False
565,40.530145344416184,0,3382.6933239915634,0.01914657605577506,1.0,-1,False
566,-1.118454000263977,0,4538.7880124240455,-0.0253786631586748,1.0,-1,False
567,11.389653583307625,0,4502.187692226834,-0.021175500731608028,1.0,-1,False
568,8.417623510828054,0,2964.4569239298503,0.09198880727362443,1.0,-1,False
569,25.866315355656475,0,3996.8944255744086,0.04239997761525956,1.0,-1,False
570,30.099451692785873,0,3870.3432906426324,0.07613661953299823,1.0,-1,False
571,13.630491565309658,0,4018.743846435547,0.0015125752350367192,1.0,-1,False
572,27.984810199442194,0,2924.1930264112684,0.09749879618030617,1.0,-1,False
573,23.418465484062047,0,3541.660788523356,-0.05330329657157159,1.0,-1,False
574,21.797008241280402,0,4398.2430768500435,0.02812163334738418,1.0,-1,False
575,24.213530871969816,0,4493.655836452908,-0.0055181695209305165,1.0,-1,False
576,-2.6104884329280256,0,4611.217374810113,-0.03705437119673459,1.0,-1,False
577,11.378743222246438,0,4768.4877749972875,-0.045837805688651215,1.0,-1,False
578,24.030560929974353,0,3316.9494433424206,0.006777567476739124,1.0,-1,False
579,18.838274691418917,0,4262.230579761929,0.019563659058443993,1.0,-1,False
580,22.262054369059193,0,4615.402462768555,0.024392116998610113,1.0,-1,False
581,32.69494081970707,0,3775.4660030237833,0.035184779581419814,1.0,-1,False
582,21.646408808796128,0,2434.704750857883,0.09992074853334795,1.0,-1,False
583,21.684634157573537,0,3443.1408600362142,0.13715132460632756,1.0,-1,False
584,26.966913175220913,0,4430.844398125542,-0.007207605598181948,1.0,-1,False
585,22.113216808107243,0,4530.203490770128,0.03407044389901178,1.0,-1,False
586,30.384928546236537,0,3438.740854153103,0.0026774870099082666,1.0,-1,False
587,32.51283514899216,0,4346.5347973632815,-0.03549819102291925,1.0,-1,False
588,34.695203447405454,0,3020.2217160373266,0.02720389265200841,1.0,-1,False
589,30.983136712239673,0,3540.203040635851,0.034836997290840374,1.0,-1,False
590,14.061960231556286,0,3670.4625273301867,-0.002689052757858816,1.0,-1,False
591,33.95966981741298,0,3150.171020728217,0.015924125816390085,1.0,-1,False
592,-1.9144156343508918,0,4951.279581231011,-0.12530451666882275,1.0,-1,False
593,9.134090474390696,0,4744.660976257324,0.032366377996287256,1.0,-1,False
594,24.813728992719543,0,2910.8622541300456,0.06703099352941434,1.0,-1,False
595,19.75942861135152,0,4598.075148857964,-0.04182013604522379,1.0,-1,False
596,31.412794628620457,0,3110.4933075290255,0.05429923330817271,1.0,-1,False
597,44.85482780982143,0,3928.970896080865,0.014396184083759889,1.0,-1,False
598,25.91794286341588,0,4371.079275847541,0.1500996867585248,1.0,-1,False
599,16.212988704750924,0,4092.9414726935493,-0.05766953411778054,1.0,-1,False
600,19.18783495929737,0,4663.849077385797,0.035660849757712436,1.0,-1,False
601,31.142830686110788,0,4352.686164542304,0.06479615048880481,1.0,-1,False
602,51.42160880751165,0,3127.433698916965,0.030552788002993717,1.0,-1,False
603,-6.666415465436894,0,4776.467258572048,-0.14973300354361224,1.0,-1,False
604,68.09491417449357,1,2197.2905975956246,0.7230962391477078,1.0,363,True
605,22.90507818650425,0,4290.450768636068,0.15805751102265075,1.0,-1,False
606,116.98168947077353,1,3796.091880578613,0.15927151288050226,1.0,2268,False
607,20.0758555519969,0,3334.842153464423,0.013017349367631444,1.0,-1,False
608,12.26275198082579,0,4788.314612358941,0.046042399471884383,1.0,-1,False
609,94.38784430643342,1,3306.4090373475346,0.08663563692340295,1.0,378,False
610,21.829832269901594,0,3589.6429453108044,0.07323245548869535,1.0,-1,False
611,105.66796735352594,1,4321.253722146606,0.08841373093901202,1.0,1961,False
612,6.170568093085103,0,4602.802960654365,-0.026022923654418263,1.0,-1,False
613,11.325624737977932,0,4765.694951782227,-0.05277016600832414,1.0,-1,False
614,21.701612620508588,0,4369.695169160631,0.11762991002692919,1.0,-1,False
615,24.92292108138034,0,4535.345932210286,-0.04010262611748961,1.0,-1,False
616,117.80272721250729,1,4097.592874652099,0.012203011590131792,1.0,2799,False
617,16.094443900064928,0,4241.945847367181,-0.037238929555039955,1.0,-1,False
618,64.88591148994806,1,2036.7093582420082,0.6012576097529707,1.0,316,True
619,114.0444457962891,1,6443.706497990152,0.007339074153826496,1.0,319,False
620,-1.4672101571631415,0,4588.379471647475,-0.023460120934679356,1.0,-1,False
621,36.74534482316504,0,3385.2377894761826,0.0212245893874529,1.0,-1,False
622,19.751564715100113,0,3174.0312725660538,0.1149392502133479,1.0,-1,False
623,34.30524261951423,0,4115.962369181315,0.0700861378059037,1.0,-1,False
624,26.281481511194148,0,2621.146553548177,0.06105910074780695,1.0,-1,False
625,34.60241191172016,0,4146.275503370497,0.036338931940942225,1.0,-1,False
626,33.76773579703482,0,3856.634644334581,-0.01804354277791895,1.0,-1,False
627,27.903983448815485,0,3807.759129723443,-0.03137130635883093,1.0,-1,False
628,98.97571357169214,1,5171.598031018979,0.022943693991719548,1.0,399,False
629,16.193996639746015,0,3968.071630689833,0.029585052161597156,1.0,-1,False
630,39.15322579330251,0,3672.929835018582,0.036953388900357015,1.0,-1,False
631,71.3616412945144,1,3046.1388022643523,0.007863964622052322,1.0,1332,False
632,26.843215919919643,0,2158.7570835494994,0.11407943775848253,1.0,-1,False
633,92.64324318712798,1,6319.972943334202,0.02703614532732511,1.0,384,False
634,31.47016738295009,0,1902.4176154751249,0.11877203475413908,1.0,-1,False
635,26.412595027817563,0,3296.834422912598,-0.0202277235628248,1.0,-1,False
636,19.422901909522242,0,4241.571761542426,0.04461563878860842,1.0,-1,False
637,26.558892411918155,0,2616.826201892429,0.08520298550966092,1.0,-1,False
638,100.17833429714213,1,4112.985777301025,0.04820403558776889,1.0,2613,False
639,87.25691373075269,1,2771.301714745527,0.17426784243704876,1.0,372,True
640,113.10358064712727,1,5526.119037777515,0.02328862855306725,1.0,1379,False
641,34.622760881265776,0,3588.0262908766003,0.19231357457148585,1.0,-1,False
642,6.2324022307698685,0,5226.991613972982,-0.0956587051102219,1.0,-1,False
643,38.881719466216026,0,3073.009681616889,0.013602815406338778,1.0,-1,False
644,12.324862908704954,0,4700.4993537055125,-0.011096060001396431,1.0,-1,False
645,25.288887273909374,0,3909.7473856692845,0.04916537651907776,1.0,-1,False
646,17.67833549218557,0,3630.8133170912,0.003490706113839729,1.0,-1,False
647,29.339732511826973,0,2931.7086974928116,0.08247959290698216,1.0,-1,False
648,34.54250819040481,0,3894.878338640001,0.04981714544078891,1.0,-1,False
649,24.015735156470356,0,3995.2452942233617,-0.0198568019148964,1.0,-1,False
650,29.765097266640183,0,3094.9911614396838,0.01093182658116954,1.0,-1,False
651,19.702143698595517,0,4694.602044067383,-0.04488955936916884,1.0,-1,False
652,37.442934045805366,0,4006.4005949401853,0.009844171025825845,1.0,-1,False
653,8.32086821643837,0,4803.411546291775,0.04997380723245442,1.0,-1,False
654,47.55283805921399,0,3351.9380223634507,0.11414491656850764,1.0,-1,False
655,32.861148269741676,0,4028.20966164483,-0.00602096843766857,1.0,-1,False
656,3.2429575268559656,0,4714.507030097114,-0.150951481861929,1.0,-1,False
657,28.089201245993273,0,3461.4859252590604,0.015417577008160556,1.0,-1,False
658,13.594882732914828,0,3557.391960940891,0.0992434730939567,1.0,-1,False
659,20.027489824937266,0,3022.140163675944,-0.034060338156430385,1.0,-1,False
660,18.324688044144644,0,3056.3822940572104,0.031116662412888317,1.0,-1,False
661,15.199221693032747,0,4310.737418551975,-0.048177033675569365,1.0,-1,False
662,4.545523752017027,0,4199.037103339301,0.030175740513821235,1.0,-1,False
663,33.81307065313298,0,3971.1543369632295,-0.009394791569761259,1.0,-1,False
664,107.66948973656437,1,4178.1709775597155,0.011669083194658125,1.0,358,False
665,57.22471144496302,0,3591.176424683465,0.1570944251078375,1.0,-1,False
666,20.52497579380292,0,4718.126948343913,0.008039253690739214,1.0,-1,False
667,20.87117227799645,0,4271.205001424154,-0.02146377023901247,1.0,-1,False
668,17.169558252397522,0,4963.437635362413,0.09203526144001646,1.0,-1,False
669,25.315653711546513,0,3696.0130402374266,0.13988255116183507,1.0,-1,False
670,12.141545839942454,0,4389.508963394165,-0.012956098383486582,1.0,-1,False
671,28.346474653072043,0,4279.7595045979815,0.06064475014290414,1.0,-1,False
672,0.1667998428029581,0,4901.679385647244,-0.057536214771227806,1.0,-1,False
673,31.59709893378299,0,3525.286806877984,0.027264693019662646,1.0,-1,False
674,22.359921605219764,0,4526.12108601888,0.026209841449842012,1.0,-1,False
675,-17.863630423962487,0,4998.98249891493,-0.009497048766740287,1.0,-1,False
676,17.664594840903757,0,4104.339867282443,0.08048076216008566,1.0,-1,False
677,37.584323725321504,0,3283.8195817905003,0.006124532446685609,1.0,-1,False
678,13.64528752647847,0,4439.630284186469,0.024961737296358075,1.0,-1,False
679,91.01574699353752,1,3483.338346871948,0.07340618268017134,1.0,2876,False
680,33.00281426832739,0,3236.3187478468153,0.10085430567880393,1.0,-1,False
681,20.94495603762809,0,4533.2263376532665,0.08228600291032813,1.0,-1,False
682,8.003968127700803,0,4022.3081101142034,0.09034144367603908,1.0,-1,False
683,26.810604892573046,0,3434.5739326307507,-0.001605848931297563,1.0,-1,False
684,23.60636757914151,0,2020.0460277430216,0.14188662401099766,1.0,-1,False
685,76.23820924033646,1,4807.707948294067,0.035940759251202686,1.0,2481,False
686,34.89833301001083,0,3113.689857627021,-0.003780584113523623,1.0,-1,False
687,16.764081547972875,0,2483.7840513271753,0.07307048920605869,1.0,-1,False
688,27.11136542189705,0,4653.2847810787625,-0.004057299922699005,1.0,-1,False
689,48.07556754222064,0,4146.698893932767,0.016021693155263268,1.0,-1,False
690,40.44486035158077,0,3323.9415241241454,0.08027383308969042,1.0,-1,False
691,12.55744983553465,0,4290.0994729953345,0.001449177162333702,1.0,-1,False
692,15.393508562338793,0,4357.672093980577,0.0033922582763868075,1.0,-1,False
693,14.911198868750429,0,4464.803017306857,0.02696461337587809,1.0,-1,False
694,-12.379430525305343,0,4658.402893744575,-0.16279044910447232,1.0,-1,False
695,34.08169632893269,0,3725.5711437055797,-0.0290527539241561,1.0,-1,False
696,20.94105991751141,0,4080.6644490559897,-0.020722914532036358,1.0,-1,False
697,17.796863814482762,0,4224.329358113607,0.10398537774955104,1.0,-1,False
698,36.99480571611325,0,3372.1131591796875,0.0627251559688658,1.0,-1,False
699,3.136333013061864,0,4664.039350246853,-0.08302285617576369,1.0,-1,False
700,25.251904603287155,0,3783.3538749101426,-0.0012130272918309654,1.0,-1,False
701,22.377336952498343,0,4428.706238411797,0.004198031615718112,1.0,-1,False
702,52.734337991015074,0,3401.1989274427624,0.10643551263034978,1.0,-1,False
703,34.70612757001175,0,3689.016663775974,0.01962866943499345,1.0,-1,False
704,19.408705588972058,0,3660.385693605211,0.06731790438526433,1.0,-1,False
705,86.75332650852468,1,3437.794809020996,0.05532510839044989,1.0,2022,False
706,38.5452400745209,0,2864.304435458713,0.025531480359948344,1.0,-1,False
707,13.182942070546309,0,4208.909732733832,-0.05780850229391945,1.0,-1,False
708,18.135095738875386,0,3649.2642739189996,0.00341799502810722,1.0,-1,False
709,29.60876999364487,0,2995.166592165629,0.13105190581354287,1.0,-1,False
710,23.37146790099508,0,3911.0701713731555,-0.00038461947928832767,1.0,-1,False
711,49.589089862765206,0,3611.1083665508695,0.03325223230680826,1.0,-1,False
712,13.528970105873668,0,4431.761876085069,-0.019036557327425624,1.0,-1,False
713,117.38798430814596,1,3891.359288131714,0.04794957391123753,1.0,2054,False
714,26.43073156721293,0,2948.222775056627,0.0667557409469575,1.0,-1,False
715,35.84712474640572,0,3996.162126083374,0.12282719675443028,1.0,-1,False
716,18.505648152063984,0,4842.550388302273,-0.015458557990560721,1.0,-1,False
717,32.40456328508856,0,3604.6559322102867,-0.025295350270801768,1.0,-1,False
718,30.788330633015192,0,4178.3877976650665,0.09391694905326908,1.0,-1,False
719,31.1229962231633,0,2788.6981166415744,0.01785020131017518,1.0,-1,False
